images/eyetracking/fish/image_r_501.jpg	caterpillar	0.82346463	lawn_mower	0.063015684	tank	0.04219948	crocodile	0.02885089	trout	0.010966521
images/eyetracking/fish/image_r_512.jpg	aquarium_fish	0.25829136	butterfly	0.20342082	poppy	0.149571	caterpillar	0.14328986	trout	0.06714948
images/eyetracking/food_containers/image_r_282.jpg	table	0.35231087	mushroom	0.34500992	lamp	0.24756533	bowl	0.016826833	bottle	0.010215046
images/eyetracking/food_containers/image_r_385.jpg	television	0.9879744	bridge	0.008233363	bottle	0.0015343495	telephone	0.00061829004	bus	0.0005639998
images/eyetracking/food_containers/image_r_432.jpg	table	0.80424136	lamp	0.08606616	couch	0.035435215	man	0.025428299	mushroom	0.009329158
images/eyetracking/food_containers/image_r_578.jpg	cup	0.52786994	lamp	0.32189974	bowl	0.11080805	table	0.019286815	chair	0.004329833
images/eyetracking/fruits_vegetables/image_r_430.jpg	tractor	0.39132255	lawn_mower	0.22875263	sweet_pepper	0.22190736	couch	0.04325826	lamp	0.040560674
images/eyetracking/fruits_vegetables/image_r_673.jpg	couch	0.52635294	baby	0.14764144	flatfish	0.07217124	bed	0.04487516	tractor	0.034612354
images/eyetracking/fruits_vegetables/image_r_688.jpg	poppy	0.46358737	sunflower	0.22117814	butterfly	0.19733433	bee	0.029388752	maple_tree	0.014601892
images/eyetracking/fruits_vegetables/image_r_699.jpg	tractor	0.907602	streetcar	0.062197007	bus	0.016361082	train	0.012397974	lawn_mower	0.00034808082
images/eyetracking/fruits_vegetables/image_r_704.jpg	lobster	0.70903146	sweet_pepper	0.12933989	crab	0.036189098	woman	0.029168036	television	0.022704655
images/eyetracking/household_electric/image_r_136.jpg	television	0.99956733	couch	0.00021555861	bed	0.000111047084	table	7.269982e-05	chair	2.1086895e-05
images/eyetracking/household_electric/image_r_137.jpg	telephone	0.41289446	skyscraper	0.29617205	bottle	0.1817121	lamp	0.03604052	bridge	0.031494606
images/eyetracking/household_electric/image_r_230.jpg	television	0.9880654	couch	0.0049333046	pickup_truck	0.0047286884	table	0.0013165538	lamp	0.0003413687
images/eyetracking/household_electric/image_r_266.jpg	television	0.995849	bus	0.0014243665	table	0.0011960305	pickup_truck	0.00058451254	bed	0.00045008917
images/eyetracking/household_electric/image_r_275.jpg	television	0.99963963	couch	0.00010681401	telephone	9.2291215e-05	bus	6.94726e-05	pickup_truck	2.801467e-05
images/eyetracking/household_electric/image_r_284.jpg	television	0.60555875	lamp	0.19664659	skyscraper	0.19327061	couch	0.0009428028	clock	0.0009369712
images/eyetracking/household_electric/image_r_286.jpg	television	0.59462845	wardrobe	0.34179088	table	0.019248514	bed	0.014768076	lamp	0.013234258
images/eyetracking/household_electric/image_r_302.jpg	television	0.61650723	telephone	0.27943116	bus	0.039884206	lamp	0.02398032	bottle	0.012281213
images/eyetracking/household_electric/image_r_337.jpg	television	0.9999702	wardrobe	2.0093135e-05	telephone	7.0784818e-06	can	1.5251488e-06	lamp	8.784291e-07
images/eyetracking/household_electric/image_r_360.jpg	television	0.2991743	telephone	0.20229088	bear	0.11991072	couch	0.1158542	rabbit	0.09972409
images/eyetracking/household_electric/image_r_371.jpg	television	0.9985612	wardrobe	0.0013091379	telephone	3.8365208e-05	bus	2.4284875e-05	can	2.0321757e-05
images/eyetracking/household_electric/image_r_379.jpg	wardrobe	0.6393885	lamp	0.2094972	rabbit	0.05847642	skyscraper	0.034438662	television	0.021315103
images/eyetracking/household_electric/image_r_389.jpg	television	0.630996	couch	0.24906076	lamp	0.114154205	bed	0.0014352329	table	0.0009023518
images/eyetracking/household_electric/image_r_431.jpg	bus	0.4262042	pickup_truck	0.19610001	telephone	0.19020228	bed	0.07590441	couch	0.06684297
images/eyetracking/household_electric/image_r_575.jpg	skyscraper	0.91472965	television	0.017168004	wardrobe	0.014716362	bottle	0.010373897	can	0.008157236
images/eyetracking/household_electric/image_r_713.jpg	bed	0.4552782	couch	0.3117741	television	0.12427256	keyboard	0.033299983	lamp	0.027569903
images/eyetracking/household_electric/image_r_749.jpg	couch	0.6823307	table	0.18256608	television	0.045367084	pickup_truck	0.031047938	house	0.013769953
images/eyetracking/household_furniture/image_r_128.jpg	bed	0.80101156	couch	0.087992154	table	0.08697531	tractor	0.018091591	pickup_truck	0.0026584459
images/eyetracking/household_furniture/image_r_130.jpg	wardrobe	0.3160126	table	0.28781122	television	0.1312098	lamp	0.077338666	streetcar	0.058199797
images/eyetracking/household_furniture/image_r_133.jpg	lamp	0.71795136	bed	0.22671242	telephone	0.023220463	table	0.0150033	television	0.007768021
images/eyetracking/household_furniture/image_r_134.jpg	bed	0.7769822	couch	0.123478465	table	0.06726673	wardrobe	0.020739134	television	0.0051537305
images/eyetracking/household_furniture/image_r_141.jpg	wardrobe	0.6003423	table	0.2183551	bed	0.16875236	lamp	0.0069539184	can	0.0033060873
images/eyetracking/household_furniture/image_r_210.jpg	table	0.4881749	couch	0.2176993	streetcar	0.12958165	television	0.05507162	train	0.02391172
images/eyetracking/household_furniture/image_r_211.jpg	television	0.7011119	wardrobe	0.12972458	lamp	0.10469122	table	0.054921824	bed	0.0057750484
images/eyetracking/household_furniture/image_r_212.jpg	wardrobe	0.8124869	lamp	0.16180305	table	0.019564124	bottle	0.003854893	television	0.0013159638
images/eyetracking/household_furniture/image_r_219.jpg	tractor	0.6324067	couch	0.2563685	table	0.05026941	bed	0.036098126	television	0.008479922
images/eyetracking/household_furniture/image_r_485.jpg	bed	0.9963152	couch	0.002104908	table	0.0015346908	lamp	2.6952415e-05	wardrobe	1.5401272e-05
images/eyetracking/household_furniture/image_r_81.jpg	wardrobe	0.793381	bed	0.055972368	couch	0.050947335	table	0.049873237	can	0.03672897
images/eyetracking/large_man_made_outdoor/image_r_126.jpg	house	0.7456637	castle	0.13390145	road	0.060523275	streetcar	0.04843441	bus	0.008826823
images/eyetracking/large_man_made_outdoor/image_r_162.jpg	bridge	0.33328792	castle	0.28100848	skyscraper	0.24957067	train	0.070015416	streetcar	0.028757408
images/eyetracking/large_man_made_outdoor/image_r_176.jpg	road	0.7437128	train	0.25523326	bridge	0.00057332567	streetcar	0.00029813746	sea	0.00010236764
images/eyetracking/large_man_made_outdoor/image_r_198.jpg	bridge	0.5471281	streetcar	0.25108305	house	0.07731914	skyscraper	0.02475004	tractor	0.022284377
